"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RAF1",-0.38380550387097,9.32882635163415,-2.96626374013651,0.00497471213029948,0.0266509471919693,-2.70186212650464
"SPRR1B",-2.02865255386129,6.93587971965854,-2.96607589483435,0.00497721401809145,0.0266568096930475,-2.70232513722829
"SNAI3",-0.220685275409678,5.01470914521951,-2.9653941122695,0.00498630450049077,0.0266979458949093,-2.70400547086083
"ZBTB38",-0.799099762025808,9.0527457367561,-2.96528498300229,0.00498776100836538,0.0266981961493566,-2.70427440968139
"FAM220A",0.468234925177418,8.92139920939024,2.96456111974285,0.00499743223723156,0.0267424051168949,-2.7060581409208
"HINT3",-1.13262950677419,7.10358226543902,-2.96408800198066,0.00500376285226281,0.0267687177672749,-2.7072238375579
"DKFZp779M0652",-0.247016369135481,5.84345274997561,-2.96337182312953,0.00501336007251614,0.0268124860359533,-2.70898817450818
"GLT8D1",-0.321349101341932,9.28065902785366,-2.9625942100389,0.00502380007100148,0.0268561939719882,-2.71090354554048
"PRKAR2B",1.17224125224516,8.19368781809756,2.96255130812557,0.00502437665146532,0.0268561939719882,-2.71100920957112
"PUSL1",-0.373207280103227,5.91624116297561,-2.9624463979206,0.00502578685377159,0.0268561939719882,-2.71126759097259
"BACH2",-0.423865207287094,7.2207839264878,-2.96131490174544,0.00504101999831747,0.0269256199913123,-2.714053956266
"SLC29A1",0.304395806990324,7.74022657353659,2.96127020844713,0.00504162258365156,0.0269256199913123,-2.71416400160431
"RNASE7",-0.643465828858063,5.12595868182927,-2.96091020033499,0.00504647891797806,0.026943957639884,-2.71505038651331
"ATP2C1",0.813650479806453,9.53227793526829,2.96054985462202,0.00505134419352831,0.0269623326767303,-2.71593753289503
"PIK3IP1",-0.612356119354835,9.16868014770732,-2.95964037467092,0.00506364325159276,0.0270203651447347,-2.71817629966989
"PSTPIP2",0.793641182358063,7.24591406317073,2.95944476691496,0.00506629215188293,0.0270268847246081,-2.71865774766652
"GNL2",0.550993634748387,9.02452341414634,2.95908042945692,0.00507122943259786,0.0270372274075658,-2.71955443404605
"LENG1",-0.406470540748387,5.33469322373171,-2.95906359440386,0.00507145767992881,0.0270372274075658,-2.71959586578419
"KAT2B",-0.629536856393548,8.31295559653659,-2.9589856961398,0.00507251393912141,0.0270372274075658,-2.71978757453974
